Entity,Code,Year,Executions,Meningitis,Alzheimer's disease and other dementias,Parkinson's disease,Nutritional deficiencies,Malaria ,Drowning ,Interpersonal violence,Maternal disorders,HIV/AIDS,Drug use disorders,Tuberculosis,Cardiovascular diseases,Lower respiratory infections,Neonatal disorders,Alcohol use disorders,Self-harm,Exposure to forces of nature,Diarrheal diseases,Environmental heat and cold exposure,Neoplasms,Conflict and terrorism,Diabetes mellitus,Chronic kidney disease,Poisonings,Protein-energy malnutrition,Terrorism,Road injuries,Chronic respiratory diseases,Cirrhosis and diseases,Digestive diseases,"Fire, heat, and hot substances",Acute hepatitis,Population
Colombia,COL,1990,,1182,2678,510,1996,1245,1648,24070,778,486,141,1586,41954,7757,13526,88,1416,43,4576,40,23337,1365,3370,3559,223,1885,694,6833,6211,2098,5889,493,28,
Colombia,COL,1991,,1189,2844,553,1943,2013,1676,27814,811,587,140,1626,44376,7848,13614,83,1512,154,4450,41,24626,1614,3651,3748,222,1831,742,7346,6704,2272,6211,499,28,
Colombia,COL,1992,,1197,2996,584,1877,2271,1644,28934,839,634,138,1595,45315,7825,13627,82,1523,23,4311,40,25300,2131,3863,3810,220,1767,631,7573,7076,2373,6377,493,29,
Colombia,COL,1993,,1190,3157,611,1774,1303,1641,29497,847,741,133,1516,45697,7894,13470,82,1580,261,4081,36,25894,257,4050,3817,208,1663,,7818,7333,2456,6486,481,33,
Colombia,COL,1994,,1160,3334,642,1718,1007,1635,28322,831,1027,125,1392,46234,7775,13116,78,1711,166,3849,33,26564,1429,4299,3892,188,1617,218,8051,7680,2549,6609,454,35,
Colombia,COL,1995,,1092,3521,670,1679,1902,1568,26952,765,1152,114,1329,46438,7558,12732,75,1876,131,3534,30,26912,1464,4516,3970,161,1595,521,8185,8034,2612,6650,420,34,
Colombia,COL,1996,,1064,3739,714,1735,1197,1556,27688,752,1181,105,1324,47657,7544,12397,75,2052,23,3284,26,27848,2012,4809,4178,147,1662,611,8380,8534,2719,6818,393,35,
Colombia,COL,1997,,960,3929,726,1677,1831,1443,27723,705,1772,94,1205,45974,7083,12082,77,2089,65,2949,20,27597,2057,4802,4180,128,1612,1230,7999,8608,2623,6646,349,36,
Colombia,COL,1998,,863,4167,749,1741,2070,1383,29083,711,1733,82,1170,45654,6697,11680,81,2162,55,2650,17,27892,2049,4982,4256,118,1677,592,7774,8915,2612,6672,322,37,
Colombia,COL,1999,,830,4470,793,1869,556,1397,30684,694,1869,75,1191,47195,6626,11283,83,2316,913,2427,16,29080,2208,5353,4525,114,1799,262,7697,9563,2731,6985,315,38,
Colombia,COL,2000,,780,4756,839,1943,852,1340,33565,700,1991,69,1157,48227,6410,10952,84,2378,212,2195,15,29833,2154,5549,4687,105,1864,426,7336,9835,2798,7204,299,37,
Colombia,COL,2001,,751,5061,895,1985,1426,1297,34612,640,2206,66,1150,49489,6345,10585,83,2391,97,2009,15,30730,2420,5715,4801,99,1907,576,7064,10301,2870,7493,291,33,
Colombia,COL,2002,,758,5422,1013,2042,960,1415,39612,610,2412,69,1266,54890,6659,10211,89,2729,134,2005,17,34066,3202,6307,5427,98,1962,356,7709,11562,3291,8474,301,32,
Colombia,COL,2003,,732,5725,1010,1949,712,1380,26881,595,2597,64,1195,53254,6604,9914,90,2629,160,1872,15,33522,1266,6110,5332,96,1889,184,7290,11422,3148,8308,282,30,
Colombia,COL,2004,,715,6041,1050,1870,442,1421,24669,597,2687,63,1192,53954,6702,9627,94,2684,61,1723,15,34187,1603,6065,5467,98,1815,83,7324,11642,3205,8507,275,29,
Colombia,COL,2005,,689,6357,1065,1776,319,1396,20823,665,2663,63,1123,53137,6708,9323,93,2616,135,1563,15,33884,1657,5825,5316,96,1729,145,7103,11570,3145,8452,262,27,
Colombia,COL,2006,,670,6743,1134,1704,320,1429,20526,565,2642,65,1127,55002,6862,9001,97,2709,262,1447,15,35159,662,5867,5586,97,1657,79,7287,12062,3278,8841,263,26,
Colombia,COL,2007,,630,7097,1169,1591,347,1385,19396,563,2744,68,1092,54706,6738,8568,97,2648,312,1326,15,35397,426,5673,5628,94,1546,64,7162,12144,3241,8871,248,23,
Colombia,COL,2008,,620,7500,1242,1580,131,1393,19350,398,2701,74,1066,55878,6782,8145,100,2713,163,1214,15,36675,337,5644,5940,94,1532,85,7270,12640,3320,9171,239,21,
Colombia,COL,2009,,578,7923,1334,1560,129,1403,19711,586,2646,80,1058,58098,7027,7713,106,2840,116,1109,16,38780,526,5644,6391,93,1512,107,7601,13267,3472,9627,237,19,
Colombia,COL,2010,,536,8360,1388,1507,197,1344,18921,483,2741,85,1001,58524,7017,7134,112,2791,458,995,16,39577,498,5553,6690,92,1459,56,7479,13544,3467,9702,221,17,
Colombia,COL,2011,,474,8807,1405,1419,103,1236,18200,394,2664,89,934,57421,6836,6565,116,2651,587,895,15,39304,270,5351,6763,87,1373,43,7179,13485,3321,9441,204,15,
Colombia,COL,2012,,439,9327,1457,1385,153,1184,17642,418,2564,98,930,58415,6933,6225,117,2653,173,857,15,40320,395,5363,7114,87,1338,168,7256,13797,3346,9548,199,14,
Colombia,COL,2013,,419,9883,1508,1341,114,1130,16960,584,2657,105,925,59367,7035,5868,112,2628,102,843,15,41125,277,5366,7385,86,1297,137,7314,14155,3347,9594,193,14,
Colombia,COL,2014,,406,10454,1558,1305,120,1077,15393,536,2634,102,924,60498,7108,5549,111,2623,127,839,15,41977,299,5460,7651,67,1263,143,7343,14546,3344,9680,219,13,
Colombia,COL,2015,,402,11105,1650,1305,133,1055,15181,689,2641,109,941,63204,7406,5250,112,2691,180,848,16,43656,247,5737,8180,67,1261,104,7557,15212,3489,10070,192,13,
Colombia,COL,2016,,391,11700,1725,1296,183,1009,16448,543,2558,109,929,65354,7441,4835,115,2687,28,851,16,45158,76,6085,8530,65,1252,52,7466,15826,3615,10419,189,13,
Colombia,COL,2017,,388,12311,1794,1308,127,994,16783,519,2535,116,924,67386,7575,4682,118,2739,701,867,16,46478,34,6356,8797,65,1264,84,7551,16388,3724,10735,190,14,
Colombia,COL,2018,,383,13056,1881,1323,57,974,17054,495,2499,122,915,70281,7762,4467,121,2753,26,887,16,48033,149,6725,9165,64,1278,,7450,17133,3866,11147,190,13,
Colombia,COL,2019,,377,13672,1959,1332,55,947,17061,475,2450,127,908,72629,7899,4255,124,2731,14,903,16,49460,0,7048,9496,63,1287,,7408,17772,3984,11497,200,13,50339443
Costa Rica,CRI,1990,,50,344,64,38,1,174,156,21,59,7,97,3454,433,583,40,165,1,148,1,2345,1,266,256,8,34,0,512,477,317,611,19,15,
Costa Rica,CRI,1991,,50,364,68,36,1,171,156,30,94,8,97,3604,441,565,41,168,48,136,1,2436,0,283,268,8,32,0,520,501,341,656,20,14,
Costa Rica,CRI,1992,,50,384,73,33,1,182,181,25,99,8,100,3747,450,557,43,183,0,128,1,2540,0,294,286,8,29,0,559,528,374,712,22,13,
Costa Rica,CRI,1993,,49,403,75,28,1,177,185,22,123,9,98,3815,454,539,45,188,12,125,1,2599,0,297,305,8,25,,565,549,395,748,22,12,
Costa Rica,CRI,1994,,51,426,81,26,1,180,206,32,141,10,102,4062,480,533,47,204,2,130,1,2782,1,318,343,9,22,1,609,603,439,819,24,11,
Costa Rica,CRI,1995,,53,447,87,24,1,193,212,24,173,11,105,4250,505,528,50,227,0,134,1,2967,0,349,382,9,20,,644,665,482,889,24,10,
Costa Rica,CRI,1996,,53,464,87,21,0,183,211,29,178,11,99,4139,489,494,51,226,60,129,1,2947,1,340,403,9,18,1,623,698,473,883,23,8,
Costa Rica,CRI,1997,,52,485,91,22,0,179,213,31,198,13,97,4172,494,528,55,240,4,131,2,3035,2,323,466,10,19,2,667,810,495,927,23,6,
Costa Rica,CRI,1998,,49,505,95,21,0,177,224,22,149,12,95,4241,483,493,56,255,13,125,2,3145,0,326,521,9,17,,682,887,518,969,22,4,
Costa Rica,CRI,1999,,46,525,100,18,0,175,240,22,152,13,92,4398,464,467,58,274,17,120,2,3294,0,334,580,10,15,,718,947,550,1025,22,3,
Costa Rica,CRI,2000,,42,545,101,17,0,154,237,29,151,12,82,4347,427,420,56,268,2,111,2,3284,0,329,607,9,15,,689,950,538,1013,47,3,
Costa Rica,CRI,2001,,45,568,108,16,0,156,243,28,167,12,80,4471,421,431,56,276,1,112,2,3417,1,342,662,9,13,1,695,979,556,1050,19,3,
Costa Rica,CRI,2002,,43,587,109,17,0,156,247,29,148,13,74,4362,396,419,56,297,11,105,2,3396,0,335,686,8,15,,698,941,569,1060,19,3,
Costa Rica,CRI,2003,,41,613,115,18,0,152,281,28,165,13,71,4452,395,390,57,315,3,101,2,3562,0,371,742,8,15,,699,975,591,1096,19,3,
Costa Rica,CRI,2004,,41,640,122,18,0,149,280,28,148,14,68,4585,394,369,61,330,10,98,2,3717,0,378,802,8,15,,707,991,611,1133,21,3,
Costa Rica,CRI,2005,,43,660,120,17,0,137,299,26,150,12,60,4353,366,356,60,306,6,89,2,3630,0,345,778,8,15,,657,932,578,1077,20,3,
Costa Rica,CRI,2006,,41,696,130,18,0,143,336,27,168,14,60,4628,374,364,65,338,0,86,2,3914,0,350,848,8,16,,713,967,639,1166,19,3,
Costa Rica,CRI,2007,,40,720,124,16,0,126,317,15,137,13,51,4252,350,377,65,303,19,80,2,3679,0,309,785,7,15,,659,896,587,1079,17,3,
Costa Rica,CRI,2008,,35,764,132,17,0,128,378,19,153,14,51,4449,354,355,67,310,12,78,2,3905,0,320,847,7,15,,676,926,622,1135,17,2,
Costa Rica,CRI,2009,,33,802,135,17,0,119,412,16,138,14,47,4469,357,334,65,305,22,81,2,4045,0,314,875,7,15,,653,925,627,1150,16,3,
Costa Rica,CRI,2010,,37,865,156,20,0,133,467,20,156,16,51,5127,421,357,68,341,51,90,2,4587,0,356,1024,8,18,,720,1058,722,1323,19,3,
Costa Rica,CRI,2011,,36,908,155,19,0,128,451,19,154,17,48,5036,425,345,68,331,4,89,2,4542,0,344,1002,8,18,,701,1035,701,1300,18,3,
Costa Rica,CRI,2012,,35,959,160,20,0,126,436,22,186,17,46,5153,453,332,69,334,7,95,2,4650,0,352,1025,8,18,,723,1055,711,1328,18,3,
Costa Rica,CRI,2013,,34,1011,167,20,0,122,452,17,176,18,44,5306,491,317,70,335,0,101,2,4815,0,377,1058,8,18,,726,1090,745,1384,18,3,
Costa Rica,CRI,2014,,34,1065,173,20,0,122,488,22,190,17,43,5454,531,303,73,330,1,108,2,4924,0,403,1091,8,18,,746,1127,767,1426,19,3,
Costa Rica,CRI,2015,,35,1121,182,21,0,131,558,22,163,20,43,5719,593,292,76,357,0,116,2,5181,0,465,1159,8,19,,800,1189,821,1519,19,3,
Costa Rica,CRI,2016,,35,1176,196,22,0,137,590,22,158,23,44,6086,657,291,79,386,9,126,3,5513,0,528,1244,9,19,,872,1282,887,1634,20,3,
Costa Rica,CRI,2017,,36,1220,204,23,0,140,546,22,153,25,46,6296,658,267,81,397,13,126,3,5692,0,538,1283,9,20,,872,1331,910,1681,21,3,
Costa Rica,CRI,2018,,35,1256,212,23,0,134,516,21,149,25,47,6496,668,251,82,390,1,128,2,5892,0,559,1333,9,20,,853,1380,941,1736,21,3,
Costa Rica,CRI,2019,,35,1295,219,23,0,132,503,20,146,26,47,6664,676,238,84,389,0,129,2,6049,0,576,1372,28,21,,841,1425,960,1776,21,3,5047561
Cuba,CUB,1990,,522,1747,377,68,0,451,895,96,62,15,85,29578,3281,839,133,2265,4,486,6,14864,34,2278,816,40,51,,2520,1866,1127,2683,185,33,
Cuba,CUB,1991,,445,1844,391,73,0,454,904,95,64,15,84,29914,3413,759,148,2308,0,520,6,15061,34,2330,830,40,55,0,2514,1925,1173,2771,184,35,
Cuba,CUB,1992,,389,1944,414,79,0,450,814,90,77,15,90,31207,3678,666,165,2373,0,569,6,15512,38,2427,865,40,59,3,2502,2053,1243,2916,185,37,
Cuba,CUB,1993,,358,2034,433,85,0,443,861,79,118,15,97,32349,3988,604,180,2404,51,636,6,15848,42,2455,901,41,63,,2517,2192,1300,3029,187,37,
Cuba,CUB,1994,,340,2115,440,89,0,440,919,94,115,14,103,32653,4192,621,193,2405,14,663,6,15997,28,2413,931,42,67,3,2536,2260,1313,3036,182,37,
Cuba,CUB,1995,,320,2199,445,91,0,421,832,90,126,13,102,32756,4274,604,209,2364,2,649,6,16054,23,2357,944,43,68,,2445,2328,1274,2974,174,34,
Cuba,CUB,1996,,282,2284,456,90,0,383,736,77,127,13,98,32816,4505,499,226,2268,3,601,6,16095,29,2237,957,42,68,0,2294,2425,1247,2938,160,29,
Cuba,CUB,1997,,252,2358,466,87,0,372,746,79,108,13,89,32318,4750,471,250,2223,0,545,7,16127,2,2008,985,44,65,1,2181,2551,1227,2913,151,21,
Cuba,CUB,1998,,229,2439,481,82,0,368,792,82,104,12,78,32391,4986,469,280,2197,4,493,7,16573,0,1824,1032,41,62,,2079,2691,1244,2964,144,16,
Cuba,CUB,1999,,210,2524,501,77,0,353,658,88,129,12,72,32457,5279,432,308,2140,12,431,7,17039,0,1650,1093,39,59,,1946,2815,1269,3013,136,13,
Cuba,CUB,2000,,185,2601,516,69,0,336,624,79,135,12,61,31913,5457,428,326,1991,2,360,7,17343,0,1499,1169,31,53,,1786,2821,1243,2992,124,11,
Cuba,CUB,2001,,160,2685,538,63,0,327,630,82,128,14,55,32213,5814,394,327,1888,6,328,7,17979,0,1387,1348,26,48,,1647,2934,1270,3026,118,10,
Cuba,CUB,2002,,139,2735,530,56,0,314,660,81,97,14,49,30623,5543,392,329,1729,1,294,7,17914,0,1274,1394,24,44,,1468,2838,1229,2909,105,8,
Cuba,CUB,2003,,133,2820,561,57,0,304,639,82,86,15,49,31493,5755,366,328,1689,1,279,7,18784,0,1329,1538,22,45,,1388,3017,1290,3023,100,8,
Cuba,CUB,2004,,125,2898,590,58,0,301,641,76,119,15,47,32282,5915,334,330,1657,4,272,8,19484,0,1396,1644,20,46,,1327,3154,1329,3102,98,8,
Cuba,CUB,2005,,125,2964,617,59,0,304,644,80,131,16,47,33070,5948,315,341,1659,16,273,8,20350,0,1488,1764,18,45,,1305,3272,1395,3204,96,8,
Cuba,CUB,2006,,105,3002,604,54,0,284,578,75,128,16,43,31379,5489,269,338,1574,9,246,8,20229,0,1484,1769,15,42,,1183,3175,1349,3104,86,7,
Cuba,CUB,2007,,102,3095,622,54,0,282,574,64,166,17,42,31642,5362,268,362,1575,4,239,9,20907,1,1548,1841,14,42,1,1138,3285,1386,3166,82,6,
Cuba,CUB,2008,,99,3215,654,57,0,273,597,66,185,18,43,32596,5404,282,386,1595,10,247,9,21675,0,1633,1935,13,44,,1114,3402,1435,3269,84,6,
Cuba,CUB,2009,,101,3325,676,59,0,275,634,70,201,18,43,33155,5383,286,411,1634,3,252,10,22288,0,1695,2018,12,45,,1094,3507,1493,3391,85,5,
Cuba,CUB,2010,,102,3445,703,60,0,273,605,67,228,20,44,33889,5453,278,422,1670,4,264,11,22905,0,1755,2118,12,46,,1087,3640,1563,3518,87,5,
Cuba,CUB,2011,,97,3529,689,59,0,259,619,65,260,20,41,32388,5314,292,429,1590,0,259,12,22356,0,1659,2065,11,46,,1028,3587,1507,3413,84,5,
Cuba,CUB,2012,,97,3666,722,60,0,266,686,60,322,22,42,33478,5561,274,467,1654,17,272,13,23371,0,1696,2199,12,48,,1067,3771,1641,3627,89,5,
Cuba,CUB,2013,,94,3792,749,60,0,265,723,62,369,23,42,34308,5820,265,500,1656,2,277,15,24014,0,1719,2300,12,49,,1030,3946,1721,3762,91,4,
Cuba,CUB,2014,,93,3923,784,62,0,262,687,58,397,24,43,35492,6160,259,525,1661,0,278,17,24740,0,1742,2401,12,50,,1046,4124,1811,3916,93,4,
Cuba,CUB,2015,,97,4054,829,64,0,266,713,66,465,26,45,37170,6610,258,561,1712,3,270,20,25823,0,1818,2548,12,52,,1094,4374,1927,4113,98,4,
Cuba,CUB,2016,,97,4180,850,65,0,266,679,67,389,27,44,37559,6757,230,579,1713,1,259,20,26281,0,1844,2602,12,53,,1094,4444,1971,4196,96,4,
Cuba,CUB,2017,,98,4350,900,67,0,264,666,58,369,29,45,39648,7102,218,577,1779,10,272,20,27465,0,1971,2713,12,54,,1111,4622,2053,4374,98,4,
Cuba,CUB,2018,,96,4449,926,67,0,255,652,54,352,30,44,40510,7252,194,575,1778,9,272,19,27991,0,2037,2767,12,54,,1100,4684,2076,4438,98,4,
Cuba,CUB,2019,,94,4503,917,65,0,249,642,53,337,31,42,39755,7125,180,570,1736,6,265,18,27785,0,2020,2727,12,53,,1082,4586,2036,4365,95,4,11333484
Dominican Republic,DOM,1990,,704,512,114,1286,7,292,800,208,352,10,1133,8464,2175,5343,68,276,0,3088,9,3366,3,837,584,71,1266,3,1517,915,1530,2355,164,57,
Dominican Republic,DOM,1991,,679,540,114,1201,7,276,835,210,628,10,1078,8462,2121,5270,70,281,10,3071,9,3441,1,855,589,66,1182,1,1519,893,1540,2341,157,54,
Dominican Republic,DOM,1992,,621,573,115,1071,12,262,868,206,979,10,1013,8482,1997,5183,71,288,0,2962,9,3515,2,874,594,61,1053,1,1528,872,1544,2312,149,51,
Dominican Republic,DOM,1993,,575,614,119,973,17,257,896,212,1384,11,953,8776,1909,5223,73,304,30,2853,8,3686,0,927,619,57,956,,1583,878,1583,2334,146,48,
Dominican Republic,DOM,1994,,525,656,123,873,27,253,920,202,1809,11,871,8885,1802,5116,76,319,0,2717,8,3808,2,952,634,53,857,2,1638,874,1605,2336,143,44,
Dominican Republic,DOM,1995,,486,707,130,786,31,254,942,200,2226,12,836,9252,1738,5083,79,340,11,2565,8,4010,0,999,670,51,770,,1719,891,1642,2359,142,41,
Dominican Republic,DOM,1996,,449,762,144,704,25,252,950,203,2596,12,828,9955,1693,4957,82,365,31,2321,9,4336,3,1083,732,48,688,3,1801,936,1700,2415,141,38,
Dominican Republic,DOM,1997,,425,819,157,643,14,253,999,201,2919,13,834,10686,1691,4902,85,396,5,2122,9,4629,3,1170,799,45,627,3,1897,983,1747,2463,141,35,
Dominican Republic,DOM,1998,,396,878,168,578,31,257,1034,189,3179,13,812,11255,1674,4807,87,424,361,1917,9,4872,0,1239,859,42,563,,1972,1014,1764,2472,137,32,
Dominican Republic,DOM,1999,,375,935,183,533,51,249,1045,166,3379,13,756,11823,1691,4743,88,442,8,1707,9,5155,0,1290,921,39,519,,2009,1053,1776,2478,134,29,
Dominican Republic,DOM,2000,,358,984,191,500,19,248,1078,166,3524,13,699,12124,1710,4736,87,450,3,1553,9,5352,0,1318,970,37,487,,1989,1075,1766,2462,131,26,
Dominican Republic,DOM,2001,,327,1033,201,474,14,247,1108,174,3611,13,670,12571,1723,4656,87,467,5,1362,9,5626,0,1375,1038,35,461,,1997,1109,1770,2466,130,24,
Dominican Republic,DOM,2002,,302,1077,210,441,16,245,1153,183,3657,14,662,13079,1710,4355,89,495,4,1195,9,5926,0,1448,1118,34,428,,2050,1139,1781,2473,156,23,
Dominican Republic,DOM,2003,,299,1148,231,441,16,252,1242,196,3686,15,709,14321,1821,4190,92,531,21,1091,9,6324,0,1588,1246,34,427,,2154,1226,1810,2523,131,22,
Dominican Republic,DOM,2004,,327,1219,257,454,21,263,1346,209,3644,16,740,15930,1985,4178,96,570,704,1005,10,6773,0,1762,1397,35,439,,2288,1335,1857,2601,136,22,
Dominican Republic,DOM,2005,,322,1259,277,438,32,265,1442,217,3429,18,715,17011,2039,4121,98,593,13,908,10,7166,0,1887,1518,35,423,,2367,1409,1888,2650,274,21,
Dominican Republic,DOM,2006,,315,1303,289,412,29,266,1559,220,3100,19,692,17684,2033,4107,99,610,1,794,9,7421,1,1965,1597,34,395,,2434,1446,1859,2612,137,21,
Dominican Republic,DOM,2007,,291,1360,298,387,27,262,1708,202,2732,20,679,18249,2027,4080,98,610,176,699,9,7524,0,2006,1648,34,370,,2435,1452,1793,2522,133,21,
Dominican Republic,DOM,2008,,278,1403,310,361,22,253,1782,208,2406,21,673,18895,1998,3826,97,604,14,633,9,7654,0,2032,1696,32,342,,2423,1475,1762,2489,129,21,
Dominican Republic,DOM,2009,,259,1436,325,354,22,253,1864,207,2247,22,664,19697,2029,3793,97,600,10,599,9,7857,0,2065,1755,32,334,,2420,1513,1777,2516,129,21,
Dominican Republic,DOM,2010,,269,1455,338,354,43,253,1909,205,2169,23,647,20355,2055,3826,99,595,9,586,9,8041,0,2092,1807,33,332,,2418,1543,1808,2560,129,22,
Dominican Republic,DOM,2011,,268,1469,348,361,22,260,1978,215,2083,24,625,20901,2076,3985,103,601,12,696,9,8295,0,2131,1866,34,339,,2448,1571,1883,2659,131,24,
Dominican Republic,DOM,2012,,294,1476,369,383,13,280,2083,236,1998,28,652,22242,2148,4107,112,637,9,746,9,8792,0,2280,1994,37,357,,2601,1655,2023,2847,138,27,
Dominican Republic,DOM,2013,,290,1490,393,411,6,299,2164,248,1939,32,715,23891,2227,4196,123,682,1,628,10,9367,1,2476,2140,41,381,0,2801,1757,2194,3070,145,31,
Dominican Republic,DOM,2014,,277,1502,411,418,6,309,2221,263,1846,36,780,25223,2211,3901,131,704,1,599,10,9787,0,2634,2243,42,386,0,2882,1834,2353,3267,146,34,
Dominican Republic,DOM,2015,,270,1513,430,436,7,323,2241,274,1705,41,823,26439,2220,3796,139,720,2,610,11,10231,0,2782,2330,45,401,,2930,1909,2528,3482,149,37,
Dominican Republic,DOM,2016,,261,1546,437,449,7,330,2210,272,1604,45,826,26925,2178,3678,145,724,15,614,11,10469,0,2873,2351,47,412,,2935,1932,2661,3629,150,39,
Dominican Republic,DOM,2017,,238,1578,438,455,3,327,2132,257,1529,48,806,26911,2111,3557,147,705,5,578,11,10545,0,2895,2318,47,418,2,2837,1927,2751,3718,148,41,
Dominican Republic,DOM,2018,,226,1600,441,459,4,323,2058,243,1422,51,775,26955,2052,3435,149,686,0,566,10,10658,0,2925,2292,48,421,,2750,1927,2846,3813,146,42,
Dominican Republic,DOM,2019,,217,1629,446,464,5,319,1993,231,1362,53,751,27140,2010,3307,151,671,0,558,10,10808,0,2965,2280,49,426,,2668,1937,2945,3915,144,43,71808
Ecuador,ECU,1990,,266,797,168,1166,805,600,1190,350,66,25,2081,10142,4568,4009,408,486,4,2794,6,6238,7,1146,1087,88,1085,3,2488,1713,1473,3488,189,49,
Ecuador,ECU,1991,,276,849,185,1177,513,634,1305,356,92,28,2170,10982,4691,3984,437,556,0,2947,6,6751,0,1338,1245,94,1093,0,2746,1767,1596,3675,195,50,
Ecuador,ECU,1992,,272,892,190,1146,590,656,1388,347,102,29,2017,10971,4603,4039,419,582,22,2588,6,6887,2,1442,1334,94,1064,2,2739,1714,1623,3657,193,47,
Ecuador,ECU,1993,,263,948,195,1116,757,635,1468,329,128,30,1880,10889,4503,4134,402,607,460,2246,6,6963,1,1523,1428,94,1037,,2725,1663,1651,3629,190,43,
Ecuador,ECU,1994,,258,1006,202,1106,351,636,1588,315,160,31,1760,10895,4455,4297,396,646,0,1991,7,7143,0,1630,1572,95,1028,0,2767,1613,1703,3651,189,38,
Ecuador,ECU,1995,,264,1059,208,1112,146,620,1733,297,103,33,1667,10718,4475,4660,383,684,3,1830,7,7258,54,1727,1714,96,1034,4,2781,1560,1740,3643,188,33,
Ecuador,ECU,1996,,264,1112,225,1162,63,620,1884,292,140,35,1656,11082,4576,4970,400,746,36,1712,8,7685,8,1908,1963,101,1081,2,2881,1595,1849,3768,189,27,
Ecuador,ECU,1997,,259,1150,229,1168,101,629,1999,267,225,35,1471,10609,4405,5047,400,748,174,1559,8,7721,1,1937,2091,88,1088,1,2763,1537,1844,3714,182,22,
Ecuador,ECU,1998,,264,1230,251,1219,584,641,2159,266,241,37,1439,11050,4456,5025,422,799,139,1423,8,8174,0,2094,2378,84,1134,0,2857,1603,1938,3847,182,19,
Ecuador,ECU,1999,,263,1304,273,1220,1243,608,2258,253,298,34,1406,11359,4466,4970,438,812,17,1274,8,8452,0,2211,2650,77,1135,0,2837,1675,1980,3886,178,17,
Ecuador,ECU,2000,,263,1365,290,1217,1184,590,2365,253,351,33,1348,11488,4472,4857,440,839,81,1153,8,8674,0,2314,2922,73,1133,0,2874,1687,1988,3845,174,14,
Ecuador,ECU,2001,,232,1404,303,1157,861,589,2505,211,474,32,1226,11382,4431,4688,444,869,108,1067,9,8802,0,2291,3095,70,1072,0,2954,1712,2045,3899,173,14,
Ecuador,ECU,2002,,238,1481,351,1175,410,644,2728,250,564,37,1258,12815,4755,4542,468,1001,95,1045,9,9989,0,2664,3696,74,1078,0,3300,1911,2294,4318,184,15,
Ecuador,ECU,2003,,232,1546,386,1127,207,667,2904,263,636,39,1244,13616,4898,4359,476,1087,22,1014,10,10763,0,2884,4117,74,1024,0,3507,2048,2476,4607,188,15,
Ecuador,ECU,2004,,222,1609,418,1069,99,661,3065,257,727,39,1210,14160,4998,4176,482,1168,27,974,10,11309,0,3023,4360,72,960,0,3681,2176,2635,4841,190,15,
Ecuador,ECU,2005,,212,1651,454,1021,32,673,3228,267,862,43,1223,15031,5121,3936,489,1277,25,911,11,12035,0,3236,4700,73,902,,4006,2329,2813,5112,193,15,
Ecuador,ECU,2006,,204,1691,485,966,21,681,3287,276,988,43,1161,15516,5205,3791,474,1331,49,836,11,12616,0,3383,4946,73,840,,4189,2432,2940,5296,191,15,
Ecuador,ECU,2007,,198,1735,506,908,14,685,3304,281,945,43,1076,15814,5253,3676,462,1401,18,747,11,13076,0,3494,5152,74,782,,4425,2496,3032,5432,191,15,
Ecuador,ECU,2008,,190,1797,527,856,4,726,3324,286,979,47,1021,16177,5280,3512,449,1472,66,691,12,13517,25,3623,5369,75,729,0,4682,2585,3115,5579,208,14,
Ecuador,ECU,2009,,181,1861,539,796,6,689,3278,298,1023,48,982,16361,5232,3304,430,1514,33,648,13,13795,0,3741,5518,75,673,0,4821,2659,3162,5677,193,14,
Ecuador,ECU,2010,,156,1928,563,767,3,705,3126,310,1051,49,938,16791,5224,3192,413,1551,45,609,13,14163,0,3904,5690,75,644,,4934,2780,3223,5796,192,14,
Ecuador,ECU,2011,,133,2009,582,720,3,664,2857,297,982,50,835,16936,5058,2907,393,1548,34,556,13,14346,0,3994,5768,74,601,0,4921,2867,3252,5836,188,13,
Ecuador,ECU,2012,,126,2113,623,717,1,655,2569,313,1051,51,772,17911,5176,2754,368,1562,52,521,13,15063,0,4298,6123,73,597,0,4927,3056,3359,6013,192,13,
Ecuador,ECU,2013,,123,2216,665,725,2,604,2300,301,1144,52,729,18703,5301,2656,348,1540,37,500,13,15472,1,4466,6322,72,605,1,4743,3262,3426,6149,186,13,
Ecuador,ECU,2014,,120,2286,678,721,0,575,2104,291,1229,51,724,19146,5284,2512,330,1529,20,487,13,15648,0,4505,6382,71,603,,4629,3391,3468,6226,183,13,
Ecuador,ECU,2015,,119,2322,667,700,1,575,1947,262,1187,54,718,19221,5176,2449,318,1539,45,476,14,15717,0,4491,6349,69,585,0,4551,3399,3508,6275,180,12,
Ecuador,ECU,2016,,118,2427,693,710,3,552,1840,261,1220,58,711,20062,5263,2395,319,1569,713,473,14,16294,1,4658,6537,69,593,1,4551,3527,3630,6472,180,12,
Ecuador,ECU,2017,,119,2500,717,722,2,565,1816,267,1223,61,722,20810,5388,2402,323,1619,29,477,14,16808,0,4773,6686,69,604,0,4635,3634,3740,6654,182,12,
Ecuador,ECU,2018,,117,2574,736,734,2,567,1848,262,1218,64,730,21330,5439,2246,336,1645,0,479,14,17279,0,4894,6839,70,614,,4696,3693,3835,6805,184,12,
Ecuador,ECU,2019,,118,2638,738,734,1,578,1907,263,1207,67,735,21464,5436,2165,349,1678,14,484,14,17627,0,4951,6914,71,616,,4788,3670,3905,6908,203,12,17373657
